cell	node	doublet
Cell_213	3	no
Cell_214	5	no
Cell_215	5	no
Cell_216	3	no
Cell_217	4	no
Cell_218	3	no
Cell_219	3	no
Cell_220	3	no
Cell_221	3	no
Cell_222	4	no
Cell_223	3	no
Cell_224	5	no
Cell_225	4	no
Cell_226	6	no
Cell_227	3	no
Cell_228	4	no
Cell_229	3	no
Cell_230	5	no
Cell_231	5	no
Cell_232	6	no
Cell_233	2	no
Cell_234	6	no
Cell_235	3	no
Cell_236	6	no
Cell_237	3	no
Cell_238	5	no
Cell_239	5	no
Cell_240	4	no
Cell_241	3	no
Cell_242	4	no
Cell_243	5	no
Cell_244	3	no
Cell_245	3	no
Cell_246	6	no
Cell_247	6	no
Cell_248	0	no
Cell_249	3	no
Cell_250	6	no
Cell_251	6	no
Cell_252	3	no
Cell_253	5	no
Cell_254	3	no
Cell_255	3	no
Cell_256	6	no
Cell_257	1	no
Cell_258	3	no
Cell_259	3	no
Cell_260	2	no
Cell_261	3	no
Cell_262	3	no
Cell_263	3	no
Cell_264	6	no
Cell_265	1	no
Cell_266	3	no
Cell_267	3	no
Cell_268	3	no
Cell_269	3	no
Cell_270	4	no
Cell_271	4	no
Cell_272	3	no
Cell_273	1	no
Cell_274	2	no
Cell_275	6	no
Cell_276	0	no
Cell_277	6	no
Cell_278	3	no
Cell_279	3	no
Cell_280	5	no
Cell_281	3	no
Cell_282	5	no
Cell_283	6	no
Cell_284	3	no
Cell_285	4	no
Cell_286	5	no
Cell_287	5	no
Cell_288	6	no
Cell_289	6	no
Cell_290	4	no
Cell_291	6	no
Cell_292	3	no
Cell_293	4	no
Cell_294	3	no
Cell_295	1	no
Cell_296	5	no
Cell_297	1	no
Cell_298	5	no
Cell_299	5	no
Cell_300	3	no
Cell_301	4	no
Cell_302	0	no
Cell_303	6	no
Cell_304	5	no
Cell_305	3	no
Cell_306	3	no
Cell_307	3	no
Cell_308	4	no
Cell_309	5	no
Cell_310	1	no
Cell_311	5	no
Cell_312	4	no
Cell_313	5	no
Cell_314	3	no
Cell_315	4	no
Cell_316	4	no
Cell_317	4	no
Cell_318	3	no
Cell_319	4	no
Cell_320	3	no
Cell_321	5	no
Cell_322	5	no
Cell_323	3	no
Cell_324	5	no
Cell_325	2	no
Cell_326	0	no
Cell_327	6	no
Cell_328	4	no
Cell_329	3	no
Cell_330	4	no
Cell_331	4	no
Cell_332	1	no
Cell_333	3	no
Cell_334	5	no
Cell_335	3	no
Cell_336	3	no
Cell_337	4	no
Cell_338	6	no
Cell_339	4	no
Cell_340	3	no
Cell_341	5	no
Cell_342	4	no
Cell_343	0	no
Cell_344	4	no
Cell_345	3	no
Cell_346	0	no
Cell_347	3	no
Cell_348	6	no
Cell_349	5	no
Cell_350	3	no
Cell_351	4	no
Cell_352	6	no
Cell_353	3	no
Cell_354	0	no
Cell_355	3	no
Cell_356	0	no
Cell_357	6	no
Cell_358	4	no
Cell_359	3	no
Cell_360	3	no
Cell_361	1	no
Cell_362	5	no
Cell_363	5	no
Cell_364	6	no
Cell_365	3	no
Cell_366	0	no
Cell_367	3	no
Cell_368	6	no
Cell_369	0	no
Cell_370	6	no
Cell_371	3	no
Cell_372	6	no
Cell_373	6	no
Cell_374	3	no
Cell_375	4	no
Cell_376	3	no
Cell_377	4	no
Cell_378	6	no
Cell_379	3	no
Cell_380	3	no
Cell_381	3	no
Cell_382	3	no
Cell_383	6	no
Cell_384	3	no
Cell_385	5	yes
Cell_386	3	no
Cell_387	6	no
Cell_388	3	no
Cell_389	6	no
Cell_390	3	no
Cell_391	1	no
Cell_392	4	no
Cell_393	6	no
Cell_394	3	no
Cell_395	3	no
Cell_396	6	no
Cell_397	3	no
Cell_398	0	no
Cell_399	3	no
Cell_400	6	no
Cell_401	5	no
Cell_402	3	no
Cell_403	5	no
Cell_404	4	no
Cell_405	6	no
Cell_406	3	no
Cell_407	3	no
Cell_408	3	no
Cell_409	0	no
Cell_410	4	no
Cell_411	3	no
Cell_412	5	no
Cell_413	3	no
Cell_414	0	no
Cell_415	5	no
Cell_416	5	no
Cell_417	6	no
Cell_418	3	no
Cell_419	6	no
Cell_420	3	no
Cell_421	3	no
Cell_422	5	no
Cell_423	6	no
Cell_424	5	no
Cell_425	5	no
Cell_426	6	no
Cell_427	6	no
Cell_428	6	no
Cell_429	4	no
Cell_430	5	no
Cell_431	6	no
Cell_432	5	no
Cell_433	4	no
Cell_434	5	no
Cell_435	3	no
Cell_436	3	no
Cell_437	2	no
Cell_438	6	no
Cell_439	3	no
Cell_440	3	no
Cell_441	3	no
Cell_442	5	no
Cell_443	0	no
Cell_444	0	no
Cell_445	2	no
Cell_446	3	no
Cell_447	6	no
Cell_448	3	no
Cell_449	5	no
Cell_450	6	no
Cell_451	4	no
Cell_452	3	no
Cell_453	6	no
Cell_454	6	no
Cell_455	3	no
Cell_456	6	no
Cell_457	3	no
Cell_458	6	no
Cell_459	0	no
Cell_460	4	no
Cell_461	3	no
Cell_462	6	no
Cell_463	5	no
Cell_464	0	no
Cell_465	4	no
Cell_466	4	no
Cell_467	4	no
Cell_468	4	no
Cell_469	6	no
Cell_470	3	no
Cell_471	3	no
Cell_472	0	no
Cell_473	5	no
Cell_474	4	no
Cell_475	3	no
Cell_476	5	no
Cell_477	5	yes
Cell_478	6	no
Cell_479	3	no
Cell_480	4	no
Cell_481	4	no
Cell_482	3	no
Cell_483	0	no
Cell_484	5	no
Cell_485	1	no
Cell_486	3	no
Cell_487	3	no
Cell_488	6	no
Cell_489	4	no
Cell_490	4	no
Cell_491	3	no
Cell_492	6	no
Cell_493	5	no
Cell_494	3	no
Cell_495	3	no
Cell_496	6	no
Cell_497	4	no
Cell_498	6	no
Cell_499	5	no
Cell_500	3	no
Cell_501	0	no
Cell_502	3	no
Cell_503	4	no
Cell_504	4	no
Cell_505	6	no
Cell_506	6	no
Cell_507	4	no
Cell_508	4	no
Cell_509	6	no
Cell_510	0	no
Cell_511	4	no
Cell_512	3	no
Cell_513	3	no
Cell_514	3	no
Cell_515	0	no
Cell_516	3	no
Cell_517	3	no
Cell_518	0	no
Cell_519	6	no
Cell_520	4	no
Cell_521	4	no
Cell_522	6	no
Cell_523	6	no
Cell_524	4	no
Cell_525	3	no
Cell_526	3	no
Cell_527	6	no
Cell_528	4	no
Cell_529	6	no
Cell_530	0	no
Cell_531	0	no
Cell_532	5	no
Cell_533	1	no
Cell_534	3	no
Cell_535	6	no
Cell_536	5	no
Cell_537	6	no
Cell_538	3	no
Cell_539	3	no
Cell_540	3	no
Cell_541	3	no
Cell_542	4	no
Cell_543	4	no
Cell_544	6	no
Cell_545	3	no
Cell_546	6	no
Cell_547	5	no
Cell_548	3	no
Cell_549	6	no
Cell_550	3	no
Cell_551	5	no
Cell_552	0	no
Cell_553	6	no
Cell_554	4	no
Cell_555	3	no
Cell_556	5	no
Cell_557	6	no
Cell_558	4	no
Cell_559	6	no
Cell_560	3	no
Cell_561	5	no
Cell_562	4	no
Cell_563	3	no
Cell_564	4	no
Cell_565	1	no
Cell_566	1	no
Cell_567	6	no
Cell_568	3	no
Cell_569	3	no
Cell_570	5	no
Cell_571	1	no
Cell_572	6	no
Cell_573	3	no
Cell_574	3	no
Cell_575	3	no
Cell_576	3	no
Cell_577	3	no
Cell_578	3	no
Cell_579	3	no
Cell_580	3	no
Cell_581	5	no
Cell_582	3	no
Cell_583	3	no
Cell_584	4	no
Cell_585	4	no
Cell_586	5	no
Cell_587	3	no
Cell_588	3	no
Cell_589	5	no
Cell_590	3	no
Cell_591	5	no
Cell_592	5	no
Cell_593	6	no
Cell_594	4	no
Cell_595	3	no
Cell_596	4	no
Cell_597	6	no
Cell_598	1	no
Cell_599	0	no
Cell_600	1	no
Cell_601	1	yes
Cell_602	4	no
Cell_603	4	no
Cell_604	3	no
Cell_605	6	no
Cell_606	6	no
Cell_607	5	no
Cell_608	0	no
Cell_609	4	no
Cell_610	4	no
Cell_611	5	no
Cell_612	3	no
Cell_613	5	no
Cell_614	0	no
Cell_615	6	no
Cell_616	4	no
Cell_617	4	no
Cell_618	4	no
Cell_619	6	no
Cell_620	4	no
Cell_621	3	no
Cell_622	3	no
Cell_623	6	no
Cell_624	3	no
Cell_625	4	no
Cell_626	3	no
Cell_627	3	no
Cell_628	5	no
Cell_629	3	no
Cell_630	6	no
Cell_631	6	no
Cell_632	6	no
Cell_633	3	no
Cell_634	5	no
Cell_635	4	no
Cell_636	1	no
Cell_637	4	no
Cell_638	3	no
Cell_639	6	no
Cell_640	6	no
Cell_641	3	no
Cell_642	4	no
Cell_643	3	no
Cell_644	5	no
Cell_645	3	no
Cell_646	6	no
Cell_647	6	no
Cell_648	3	no
Cell_649	3	no
Cell_650	5	no
Cell_651	3	no
Cell_652	4	no
Cell_653	3	no
Cell_654	6	no
Cell_655	3	no
Cell_656	4	no
Cell_657	3	no
Cell_658	6	no
Cell_659	3	no
Cell_660	4	no
Cell_661	4	no
Cell_662	0	no
Cell_663	5	no
Cell_664	6	no
Cell_665	3	no
Cell_666	5	no
Cell_667	6	no
Cell_668	5	no
Cell_669	3	no
Cell_670	4	no
Cell_671	3	no
Cell_672	3	no
Cell_673	2	no
Cell_674	4	no
Cell_675	4	no
Cell_676	6	no
Cell_677	6	no
Cell_678	5	no
Cell_679	6	no
Cell_680	3	no
Cell_681	6	no
Cell_682	3	no
Cell_683	5	no
Cell_684	5	no
Cell_685	5	no
Cell_686	4	no
Cell_687	3	no
Cell_688	6	no
Cell_689	0	no
Cell_690	2	no
Cell_691	6	no
Cell_692	4	no
Cell_693	6	no
Cell_694	3	no
Cell_695	4	no
Cell_696	3	no
Cell_697	4	no
Cell_698	3	no
Cell_699	4	no
Cell_700	4	no
Cell_701	1	no
Cell_702	5	no
Cell_703	4	no
Cell_704	3	no
Cell_705	6	no
Cell_706	1	no
Cell_707	5	no
Cell_708	6	no
Cell_709	4	no
Cell_710	3	no
Cell_711	0	no
Cell_712	3	no
Cell_713	6	no
Cell_714	5	no
Cell_715	0	no
Cell_716	6	no
Cell_717	6	no
Cell_718	6	no
Cell_719	4	no
Cell_720	6	no
Cell_721	6	no
Cell_722	4	no
Cell_723	5	no
Cell_724	5	no
Cell_725	4	no
Cell_726	3	no
Cell_727	3	no
Cell_728	3	no
Cell_729	0	no
Cell_730	4	no
Cell_731	6	no
Cell_732	3	no
Cell_733	3	no
Cell_734	3	no
Cell_735	1	no
Cell_736	0	no
Cell_737	6	no
Cell_738	3	no
Cell_739	5	no
Cell_740	3	no
Cell_741	3	no
Cell_742	5	no
Cell_743	1	no
Cell_744	3	no
Cell_745	3	no
Cell_746	3	no
Cell_747	3	no
Cell_748	6	no
Cell_749	3	no
Cell_750	6	no
Cell_751	3	no
Cell_752	3	no
Cell_753	6	no
Cell_754	6	no
Cell_755	6	no
Cell_756	3	no
Cell_757	0	no
Cell_758	4	no
Cell_759	5	no
Cell_760	3	no
Cell_761	3	no
Cell_762	5	no
Cell_763	3	no
Cell_764	4	no
Cell_765	6	no
Cell_766	3	no
Cell_767	3	no
Cell_768	6	no
Cell_769	3	no
Cell_770	3	no
Cell_771	3	no
Cell_772	3	no
Cell_773	4	no
Cell_774	3	no
Cell_775	6	no
Cell_776	6	no
Cell_777	3	no
Cell_778	6	no
Cell_779	6	no
Cell_780	3	no
Cell_781	0	no
Cell_782	1	no
Cell_783	1	no
Cell_784	3	no
Cell_785	5	no
Cell_786	6	no
Cell_787	3	no
Cell_788	6	no
Cell_789	6	no
Cell_790	5	no
Cell_791	0	no
Cell_792	6	no
Cell_793	6	no
Cell_794	4	no
Cell_795	6	no
Cell_796	3	no
Cell_797	4	no
Cell_798	3	no
Cell_799	3	no
Cell_800	3	no
Cell_801	6	no
Cell_802	3	no
Cell_803	3	no
Cell_804	3	no
Cell_805	3	no
Cell_806	6	no
Cell_807	5	no
Cell_808	3	no
Cell_809	3	no
Cell_810	4	no
Cell_811	6	no
Cell_812	4	no
Cell_813	5	no
Cell_814	5	no
Cell_815	6	no
Cell_816	5	no
Cell_817	6	no
Cell_818	0	no
Cell_819	3	no
Cell_820	5	no
Cell_821	6	no
Cell_822	3	no
Cell_823	3	no
Cell_824	6	no
Cell_825	3	no
Cell_826	3	no
Cell_827	4	no
Cell_828	4	no
Cell_829	6	no
Cell_830	5	no
Cell_831	6	no
Cell_832	6	no
Cell_833	0	no
Cell_834	6	no
Cell_835	6	no
Cell_836	3	no
Cell_837	6	no
Cell_838	3	no
Cell_839	5	no
Cell_840	6	no
Cell_841	0	no
Cell_842	4	no
Cell_843	6	no
Cell_844	6	no
Cell_845	5	no
Cell_846	3	no
Cell_847	5	no
Cell_848	0	no
Cell_849	4	no
Cell_850	6	no
Cell_851	6	no
Cell_852	5	no
Cell_853	3	no
Cell_854	0	no
Cell_855	5	no
Cell_856	5	no
Cell_857	3	no
Cell_858	3	no
Cell_859	3	no
Cell_860	5	no
Cell_861	4	no
Cell_862	0	no
Cell_863	6	no
Cell_864	6	no
Cell_865	0	no
Cell_866	4	no
Cell_867	3	no
Cell_868	6	no
Cell_869	3	no
Cell_870	3	no
Cell_871	5	no
Cell_872	6	no
Cell_873	5	no
Cell_874	3	no
Cell_875	3	no
Cell_876	6	no
Cell_877	3	no
Cell_878	2	no
Cell_879	3	no
Cell_880	6	no
Cell_881	4	no
Cell_882	6	no
Cell_883	3	no
Cell_884	4	no
Cell_885	4	no
Cell_886	5	yes
Cell_887	1	no
Cell_888	3	no
Cell_889	3	no
Cell_890	6	no
Cell_891	1	no
Cell_892	6	no
Cell_893	3	no
Cell_894	3	no
Cell_895	2	no
Cell_896	3	no
Cell_897	3	no
Cell_898	5	no
Cell_899	3	no
Cell_900	1	no
Cell_901	5	no
Cell_902	5	no
Cell_903	3	no
Cell_904	3	no
Cell_905	3	no
Cell_906	3	no
Cell_907	4	no
Cell_908	0	no
Cell_909	3	no
Cell_910	5	no
Cell_911	4	no
Cell_912	5	no
Cell_913	6	no
Cell_914	4	no
Cell_915	0	no
Cell_916	4	yes
Cell_917	3	no
Cell_918	4	no
Cell_919	5	no
Cell_920	0	no
Cell_921	6	no
Cell_922	6	no
Cell_923	3	no
Cell_924	5	no
Cell_925	3	no
Cell_926	3	no
Cell_927	4	no
Cell_928	6	no
Cell_929	3	no
Cell_930	3	no
Cell_931	3	no
Cell_932	4	no
Cell_933	1	no
Cell_934	6	no
Cell_935	0	no
Cell_936	4	no
Cell_937	3	no
Cell_938	3	no
Cell_939	6	no
Cell_940	4	no
Cell_941	3	no
Cell_942	6	no
Cell_943	3	no
Cell_944	5	no
Cell_945	1	no
Cell_946	5	no
Cell_947	3	no
Cell_948	1	no
Cell_949	4	no
Cell_950	3	no
Cell_951	4	no
Cell_952	3	no
Cell_953	4	no
Cell_954	0	no
Cell_955	4	no
Cell_956	1	no
Cell_957	0	no
Cell_958	5	no
Cell_959	3	no
Cell_960	6	no
Cell_961	4	no
Cell_962	4	no
Cell_963	5	no
Cell_964	5	no
Cell_965	5	no
Cell_966	3	no
Cell_967	4	no
Cell_968	5	no
Cell_969	4	no
Cell_970	4	no
Cell_971	3	no
Cell_972	0	no
Cell_973	3	no
Cell_974	3	no
Cell_975	4	no
Cell_976	5	no
Cell_977	3	no
Cell_978	3	no
Cell_979	3	no
Cell_980	3	no
Cell_981	5	yes
Cell_982	3	no
Cell_983	3	no
Cell_984	3	no
Cell_985	5	no
Cell_986	4	no
Cell_987	6	no
Cell_988	3	no
Cell_989	6	no
Cell_990	3	no
Cell_991	4	no
Cell_992	5	no
Cell_993	3	no
Cell_994	3	no
Cell_995	6	no
Cell_996	3	no
Cell_997	5	no
Cell_998	3	no
Cell_999	4	no
Cell_1000	3	no
Cell_1001	4	no
Cell_1002	4	no
Cell_1003	6	no
Cell_1004	3	no
Cell_1005	4	no
Cell_1006	4	no
Cell_1007	3	no
Cell_1008	3	no
Cell_1009	3	no
Cell_1010	5	no
Cell_1011	6	no
Cell_1012	3	no
Cell_1013	6	no
Cell_1014	6	no
Cell_1015	6	no
Cell_1016	6	no
Cell_1017	3	no
Cell_1018	5	yes
Cell_1019	3	no
Cell_1020	5	no
Cell_1021	3	no
Cell_1022	0	no
Cell_1023	3	no
Cell_1024	6	no
Cell_1025	5	no
Cell_1026	6	no
Cell_1027	3	no
Cell_1028	6	no
Cell_1029	3	no
Cell_1030	6	no
Cell_1031	0	no
Cell_1032	4	no
Cell_1033	6	no
Cell_1034	6	no
Cell_1035	3	no
Cell_1036	6	no
Cell_1037	6	no
Cell_1038	3	no
Cell_1039	5	no
Cell_1040	3	no
Cell_1041	1	no
Cell_1042	6	no
Cell_1043	6	no
Cell_1044	3	no
Cell_1045	3	no
Cell_1046	0	no
Cell_1047	3	no
Cell_1048	6	no
Cell_1049	6	no
Cell_1050	4	no
Cell_1051	3	no
Cell_1052	6	no
Cell_1053	3	no
Cell_1054	3	no
Cell_1055	0	no
Cell_1056	5	no
Cell_1057	3	no
Cell_1058	6	no
Cell_1059	3	no
Cell_1060	3	no
Cell_1061	2	no
Cell_1062	3	no
Cell_1063	0	no
Cell_1064	5	no
Cell_1065	3	no
Cell_1066	3	no
Cell_1067	4	no
Cell_1068	5	yes
Cell_1069	3	no
Cell_1070	3	no
Cell_1071	6	no
Cell_1072	4	no
Cell_1073	5	no
Cell_1074	2	no
Cell_1075	1	no
Cell_1076	4	no
Cell_1077	1	no
Cell_1078	6	no
Cell_1079	3	no
Cell_1080	3	no
Cell_1081	3	no
Cell_1082	4	no
Cell_1083	6	no
Cell_1084	3	no
Cell_1085	6	no
Cell_1086	0	no
Cell_1087	3	no
Cell_1088	5	no
Cell_1089	6	no
Cell_1090	3	no
Cell_1091	3	no
Cell_1092	4	no
Cell_1093	5	no
Cell_1094	6	no
Cell_1095	3	no
Cell_1096	0	no
Cell_1097	4	no
Cell_1098	3	no
Cell_1099	4	no
Cell_1100	1	no
Cell_1101	3	no
Cell_1102	6	no
Cell_1103	4	no
Cell_1104	2	no
Cell_1105	3	no
Cell_1106	5	no
Cell_1107	1	no
Cell_1108	3	no
Cell_1109	5	no
Cell_1110	0	no
Cell_1111	0	no
Cell_1112	3	no
Cell_1113	6	no
Cell_1114	3	no
Cell_1115	3	no
Cell_1116	4	no
Cell_1117	6	no
Cell_1118	1	no
Cell_1119	3	no
Cell_1120	3	no
Cell_1121	6	no
Cell_1122	6	no
Cell_1123	4	no
Cell_1124	4	no
Cell_1125	4	no
Cell_1126	3	no
Cell_1127	0	no
Cell_1128	5	no
Cell_1129	3	no
Cell_1130	3	no
Cell_1131	5	no
Cell_1132	3	no
Cell_1133	4	no
Cell_1134	6	no
Cell_1135	3	no
Cell_1136	3	no
Cell_1137	5	no
Cell_1138	4	no
Cell_1139	3	no
Cell_1140	6	no
Cell_1141	5	no
Cell_1142	3	no
Cell_1143	3	no
Cell_1144	6	no
Cell_1145	5	no
Cell_1146	0	no
Cell_1147	3	no
Cell_1148	5	no
Cell_1149	6	no
Cell_1150	5	no
Cell_1151	5	no
Cell_1152	5	no
Cell_1153	0	no
Cell_1154	1	no
Cell_1155	3	no
Cell_1156	6	no
Cell_1157	3	no
Cell_1158	1	no
Cell_1159	1	no
Cell_1160	3	no
Cell_1161	6	no
Cell_1162	5	no
Cell_1163	3	no
Cell_1164	5	no
Cell_1165	1	no
Cell_1166	6	no
Cell_1167	0	no
Cell_1168	0	no
Cell_1169	4	no
Cell_1170	3	no
Cell_1171	4	no
Cell_1172	3	no
Cell_1173	3	no
Cell_1174	5	no
Cell_1175	3	no
Cell_1176	3	no
Cell_1177	6	no
Cell_1178	5	no
Cell_1179	6	no
Cell_1180	0	no
Cell_1181	5	no
Cell_1182	5	no
Cell_1183	3	no
Cell_1184	3	no
Cell_1185	3	no
Cell_1186	3	no
Cell_1187	5	no
Cell_1188	0	no
Cell_1189	5	no
Cell_1190	5	no
Cell_1191	5	no
Cell_1192	6	no
Cell_1193	4	no
Cell_1194	4	no
Cell_1195	3	no
Cell_1196	6	no
Cell_1197	3	no
Cell_1198	3	no
Cell_1199	5	no
Cell_1200	6	no
Cell_1201	3	no
Cell_1202	3	no
Cell_1203	3	no
Cell_1204	6	no
Cell_1205	3	no
Cell_1206	1	no
Cell_1207	6	no
Cell_1208	6	no
Cell_1209	6	no
Cell_1210	5	no
Cell_1211	3	no
Cell_1212	4	no
Cell_1213	5	no
Cell_1214	5	no
Cell_1215	6	no
Cell_1216	5	no
Cell_1217	0	no
Cell_1218	4	no
Cell_1219	3	no
Cell_1220	3	no
Cell_1221	1	no
Cell_1222	1	no
Cell_1223	4	no
Cell_1224	6	no
Cell_1225	4	no
Cell_1226	4	no
Cell_1227	4	no
Cell_1228	6	no
Cell_1229	4	no
Cell_1230	6	no
Cell_1231	6	no
Cell_1232	4	no
Cell_1233	3	no
Cell_1234	4	no
Cell_1235	6	no
Cell_1236	5	no
Cell_1237	3	no
Cell_1238	4	no
Cell_1239	4	yes
Cell_1240	3	no
Cell_1241	3	no
Cell_1242	5	no
Cell_1243	3	no
Cell_1244	5	no
Cell_1245	3	no
Cell_1246	6	no
Cell_1247	6	no
Cell_1248	3	no
Cell_1249	4	no
Cell_1250	6	no
Cell_1251	2	no
Cell_1252	5	no
Cell_1253	6	no
Cell_1254	3	no
Cell_1255	4	no
Cell_1256	6	no
Cell_1257	3	no
Cell_1258	3	no
Cell_1259	6	no
Cell_1260	3	no
Cell_1261	3	no
Cell_1262	3	no
Cell_1263	4	yes
Cell_1264	1	no
Cell_1265	6	no
Cell_1266	6	no
Cell_1267	3	no
Cell_1268	6	no
Cell_1269	6	no
Cell_1270	6	no
Cell_1271	6	no
Cell_1272	3	no
Cell_1273	4	no
Cell_1274	5	no
Cell_1275	3	no
Cell_1276	3	no
Cell_1277	4	no
Cell_1278	3	no
Cell_1279	5	no
Cell_1280	0	no
Cell_1281	5	no
Cell_1282	5	no
Cell_1283	2	no
Cell_1284	3	no
Cell_1285	5	no
Cell_1286	6	no
Cell_1287	5	no
Cell_1288	3	no
Cell_1289	6	no
Cell_1290	3	no
Cell_1291	4	no
Cell_1292	3	no
Cell_1293	5	no
Cell_1294	4	no
Cell_1295	3	no
Cell_1296	4	no
Cell_1297	5	no
Cell_1298	1	no
Cell_1299	3	no
Cell_1300	5	no
Cell_1301	5	no
Cell_1302	3	no
Cell_1303	4	no
Cell_1304	3	no
Cell_1305	5	no
Cell_1306	3	no
Cell_1307	5	no
Cell_1308	4	no
Cell_1309	5	no
Cell_1310	5	no
Cell_1311	3	no
Cell_1312	5	no
Cell_1313	3	no
Cell_1314	4	no
Cell_1315	3	no
Cell_1316	6	no
Cell_1317	5	no
Cell_1318	5	no
Cell_1319	3	no
Cell_1320	0	no
Cell_1321	5	no
Cell_1322	5	no
Cell_1323	4	no
Cell_1324	5	no
Cell_1325	6	no
Cell_1326	5	no
Cell_1327	3	no
Cell_1328	3	no
Cell_1329	5	no
Cell_1330	0	no
Cell_1331	3	no
Cell_1332	6	no
Cell_1333	5	no
Cell_1334	3	no
Cell_1335	5	no
Cell_1336	5	no
Cell_1337	3	no
Cell_1338	3	no
Cell_1339	6	no
Cell_1340	6	no
Cell_1341	6	no
Cell_1342	6	no
Cell_1343	4	no
Cell_1344	4	no
Cell_1345	0	no
Cell_1346	0	no
Cell_1347	3	no
Cell_1348	5	no
Cell_1349	0	no
Cell_1350	5	no
Cell_1351	6	no
Cell_1352	5	no
Cell_1353	6	no
Cell_1354	6	no
Cell_1355	6	no
Cell_1356	4	no
Cell_1357	3	no
Cell_1358	6	no
Cell_1359	3	no
