cell	node	doublet
Cell_182	8	no
Cell_183	1	no
Cell_184	7	no
Cell_185	8	no
Cell_186	10	no
Cell_187	9	no
Cell_188	10	no
Cell_189	9	no
Cell_190	8	no
Cell_191	8	no
Cell_192	10	no
Cell_193	8	no
Cell_194	7	no
Cell_195	10	no
Cell_196	1	no
Cell_197	1	no
Cell_198	8	no
Cell_199	1	no
Cell_200	8	no
Cell_201	8	no
Cell_202	8	no
Cell_203	8	no
Cell_204	10	no
Cell_205	8	no
Cell_206	8	no
Cell_207	10	no
Cell_208	4	no
Cell_209	8	no
Cell_210	4	no
Cell_211	8	no
Cell_212	10	no
Cell_213	6	no
Cell_214	7	no
Cell_215	10	no
Cell_216	8	no
Cell_217	8	no
Cell_218	6	no
Cell_219	7	no
Cell_220	9	no
Cell_221	8	no
Cell_222	8	no
Cell_223	8	no
Cell_224	7	no
Cell_225	4	no
Cell_226	5	yes
Cell_227	1	no
Cell_228	8	no
Cell_229	8	no
Cell_230	1	no
Cell_231	10	no
Cell_232	8	no
Cell_233	8	no
Cell_234	8	no
Cell_235	8	no
Cell_236	8	no
Cell_237	8	no
Cell_238	8	no
Cell_239	10	no
Cell_240	8	no
Cell_241	7	no
Cell_242	8	no
Cell_243	8	no
Cell_244	2	no
Cell_245	8	no
Cell_246	10	no
Cell_247	7	no
Cell_248	7	no
Cell_249	10	no
Cell_250	8	no
Cell_251	10	no
Cell_252	10	no
Cell_253	6	no
Cell_254	10	no
Cell_255	10	no
Cell_256	10	no
Cell_257	10	no
Cell_258	8	no
Cell_259	6	no
Cell_260	8	no
Cell_261	6	no
Cell_262	8	no
Cell_263	8	no
Cell_264	10	no
Cell_265	8	no
Cell_266	3	no
Cell_267	8	no
Cell_268	10	no
Cell_269	10	no
Cell_270	8	no
Cell_271	10	no
Cell_272	8	no
Cell_273	8	no
Cell_274	8	no
Cell_275	3	no
Cell_276	10	no
Cell_277	8	no
Cell_278	8	no
Cell_279	8	no
Cell_280	10	no
Cell_281	8	no
Cell_282	8	no
Cell_283	6	no
Cell_284	8	no
Cell_285	10	no
Cell_286	4	no
Cell_287	10	no
Cell_288	10	no
Cell_289	8	no
Cell_290	10	no
Cell_291	10	no
Cell_292	5	no
Cell_293	8	no
Cell_294	10	no
Cell_295	8	no
Cell_296	10	no
Cell_297	7	no
Cell_298	10	no
Cell_299	8	no
Cell_300	8	no
Cell_301	10	no
Cell_302	6	no
Cell_303	8	no
Cell_304	8	no
Cell_305	8	no
Cell_306	5	no
Cell_307	3	no
Cell_308	8	no
Cell_309	9	no
Cell_310	6	no
Cell_311	8	no
Cell_312	10	no
Cell_313	8	no
Cell_314	10	no
Cell_315	6	no
Cell_316	8	no
Cell_317	7	no
Cell_318	8	no
Cell_319	7	no
Cell_320	10	no
Cell_321	8	no
Cell_322	10	no
Cell_323	7	no
Cell_324	10	no
Cell_325	8	no
Cell_326	6	no
Cell_327	8	no
Cell_328	8	no
Cell_329	8	no
Cell_330	5	yes
Cell_331	6	no
Cell_332	8	no
Cell_333	5	no
Cell_334	9	no
Cell_335	10	no
Cell_336	8	no
Cell_337	9	no
Cell_338	10	no
Cell_339	2	no
Cell_340	7	no
Cell_341	9	no
Cell_342	8	no
Cell_343	10	yes
Cell_344	10	no
Cell_345	8	no
Cell_346	7	no
Cell_347	10	no
Cell_348	7	no
Cell_349	10	no
Cell_350	8	no
Cell_351	3	no
Cell_352	5	no
Cell_353	10	no
Cell_354	5	no
Cell_355	8	no
Cell_356	8	no
Cell_357	7	no
Cell_358	8	no
Cell_359	8	no
Cell_360	8	no
Cell_361	10	no
Cell_362	10	no
Cell_363	10	no
Cell_364	9	no
Cell_365	10	no
Cell_366	3	no
Cell_367	10	no
Cell_368	8	no
Cell_369	8	no
Cell_370	8	no
Cell_371	10	no
Cell_372	10	no
Cell_373	8	no
Cell_374	8	no
Cell_375	8	no
Cell_376	8	no
Cell_377	8	no
Cell_378	8	no
Cell_379	6	no
Cell_380	7	no
Cell_381	3	no
Cell_382	10	no
Cell_383	9	no
Cell_384	7	no
Cell_385	6	no
Cell_386	6	no
Cell_387	7	no
Cell_388	10	no
Cell_389	10	no
Cell_390	10	no
Cell_391	8	no
Cell_392	2	no
Cell_393	10	no
Cell_394	8	no
Cell_395	10	no
Cell_396	7	no
Cell_397	10	no
Cell_398	8	no
Cell_399	8	no
Cell_400	10	no
Cell_401	8	no
Cell_402	8	no
Cell_403	10	no
Cell_404	10	no
Cell_405	7	no
Cell_406	10	no
Cell_407	10	no
Cell_408	8	no
Cell_409	4	no
Cell_410	10	no
Cell_411	2	no
Cell_412	6	no
Cell_413	8	no
Cell_414	7	no
Cell_415	8	no
Cell_416	1	no
Cell_417	7	no
Cell_418	8	no
Cell_419	7	no
Cell_420	8	no
Cell_421	8	no
Cell_422	3	no
Cell_423	10	no
Cell_424	10	no
Cell_425	6	no
Cell_426	10	no
Cell_427	8	no
Cell_428	8	no
Cell_429	10	no
Cell_430	9	no
Cell_431	6	no
Cell_432	10	no
Cell_433	7	no
Cell_434	10	no
Cell_435	8	no
Cell_436	6	no
Cell_437	6	no
Cell_438	10	no
Cell_439	8	no
Cell_440	4	no
Cell_441	2	no
Cell_442	8	no
Cell_443	4	no
Cell_444	8	no
Cell_445	10	no
Cell_446	6	no
Cell_447	8	no
Cell_448	9	no
Cell_449	10	no
Cell_450	8	no
Cell_451	9	no
Cell_452	2	no
Cell_453	10	no
Cell_454	8	no
Cell_455	8	no
Cell_456	1	no
Cell_457	8	no
Cell_458	10	no
Cell_459	10	no
Cell_460	4	no
Cell_461	8	no
Cell_462	10	no
Cell_463	10	no
Cell_464	8	no
Cell_465	8	no
Cell_466	10	no
Cell_467	10	no
Cell_468	8	no
Cell_469	9	no
Cell_470	9	no
Cell_471	7	no
Cell_472	10	no
Cell_473	8	no
Cell_474	6	no
Cell_475	6	no
Cell_476	10	no
Cell_477	6	no
Cell_478	7	no
Cell_479	10	no
Cell_480	8	no
Cell_481	9	no
Cell_482	10	no
Cell_483	8	no
Cell_484	10	no
Cell_485	10	no
Cell_486	7	no
Cell_487	7	no
Cell_488	10	no
Cell_489	8	no
Cell_490	10	no
Cell_491	8	no
Cell_492	8	no
Cell_493	8	no
Cell_494	8	no
Cell_495	4	no
Cell_496	8	no
Cell_497	10	no
Cell_498	10	no
Cell_499	8	no
Cell_500	9	no
Cell_501	8	no
Cell_502	8	no
Cell_503	3	no
Cell_504	10	no
Cell_505	10	no
Cell_506	1	no
Cell_507	8	no
Cell_508	10	no
Cell_509	8	no
Cell_510	8	no
Cell_511	8	no
Cell_512	10	no
Cell_513	8	no
Cell_514	8	no
Cell_515	10	no
Cell_516	8	no
Cell_517	8	no
Cell_518	8	no
Cell_519	2	no
Cell_520	1	no
Cell_521	10	no
Cell_522	7	no
Cell_523	8	no
Cell_524	10	no
Cell_525	8	no
Cell_526	8	no
Cell_527	10	no
Cell_528	8	no
Cell_529	8	no
Cell_530	8	no
Cell_531	10	no
Cell_532	8	no
Cell_533	10	no
Cell_534	6	no
Cell_535	10	no
Cell_536	7	no
Cell_537	8	no
Cell_538	10	no
Cell_539	10	no
Cell_540	8	no
Cell_541	8	no
Cell_542	6	no
Cell_543	8	no
Cell_544	10	no
Cell_545	8	no
Cell_546	7	no
Cell_547	10	no
Cell_548	10	no
Cell_549	8	no
Cell_550	6	no
Cell_551	8	no
Cell_552	8	no
Cell_553	10	no
Cell_554	7	no
Cell_555	10	no
Cell_556	6	no
Cell_557	8	no
Cell_558	8	no
Cell_559	10	no
Cell_560	10	no
Cell_561	8	no
Cell_562	10	no
Cell_563	2	no
Cell_564	10	no
Cell_565	10	no
Cell_566	9	no
Cell_567	8	no
Cell_568	10	no
Cell_569	10	no
Cell_570	8	no
Cell_571	10	no
Cell_572	10	no
Cell_573	7	no
Cell_574	7	no
Cell_575	8	no
Cell_576	6	no
Cell_577	10	no
Cell_578	10	no
Cell_579	10	no
Cell_580	8	no
Cell_581	10	no
Cell_582	8	no
Cell_583	10	no
Cell_584	8	no
Cell_585	3	no
Cell_586	8	no
Cell_587	5	no
Cell_588	10	no
Cell_589	10	no
Cell_590	6	no
Cell_591	10	no
Cell_592	6	no
Cell_593	8	no
Cell_594	8	no
Cell_595	10	no
Cell_596	7	no
Cell_597	8	no
Cell_598	8	no
Cell_599	6	no
Cell_600	8	no
Cell_601	7	no
Cell_602	9	no
Cell_603	9	no
Cell_604	8	no
Cell_605	8	no
Cell_606	10	no
Cell_607	9	no
Cell_608	8	no
Cell_609	8	no
Cell_610	8	no
Cell_611	1	no
Cell_612	9	no
Cell_613	10	no
Cell_614	8	no
Cell_615	8	no
Cell_616	8	no
Cell_617	8	no
Cell_618	10	no
Cell_619	8	no
Cell_620	6	no
Cell_621	6	no
Cell_622	8	no
Cell_623	10	no
Cell_624	10	no
Cell_625	6	no
Cell_626	10	no
Cell_627	7	no
Cell_628	8	no
Cell_629	9	no
Cell_630	6	no
Cell_631	7	no
Cell_632	10	no
Cell_633	9	no
Cell_634	8	no
Cell_635	8	no
Cell_636	10	no
Cell_637	10	no
Cell_638	10	no
Cell_639	6	no
Cell_640	8	no
Cell_641	7	no
Cell_642	8	no
Cell_643	8	no
Cell_644	10	no
Cell_645	8	no
Cell_646	1	no
Cell_647	2	no
Cell_648	8	no
Cell_649	7	no
Cell_650	1	no
Cell_651	9	no
Cell_652	8	no
Cell_653	8	no
Cell_654	1	no
Cell_655	6	no
Cell_656	10	no
Cell_657	8	no
Cell_658	7	no
Cell_659	8	no
Cell_660	6	no
Cell_661	10	no
Cell_662	8	no
Cell_663	10	no
Cell_664	10	no
Cell_665	6	no
Cell_666	8	no
Cell_667	8	yes
Cell_668	7	no
Cell_669	10	no
Cell_670	8	yes
Cell_671	10	no
Cell_672	8	no
Cell_673	8	no
Cell_674	6	no
Cell_675	7	no
Cell_676	9	no
Cell_677	10	no
Cell_678	8	no
Cell_679	8	no
Cell_680	9	no
Cell_681	8	no
Cell_682	6	no
Cell_683	10	no
Cell_684	8	no
Cell_685	6	no
Cell_686	8	no
Cell_687	9	no
Cell_688	8	no
Cell_689	10	no
Cell_690	9	no
Cell_691	8	no
Cell_692	10	no
Cell_693	6	no
Cell_694	9	no
Cell_695	6	no
Cell_696	7	no
Cell_697	8	no
Cell_698	8	no
Cell_699	7	no
Cell_700	8	no
Cell_701	8	no
Cell_702	7	no
Cell_703	8	no
Cell_704	9	no
Cell_705	10	no
Cell_706	6	no
Cell_707	1	no
Cell_708	6	no
Cell_709	8	no
Cell_710	3	no
Cell_711	8	no
Cell_712	10	no
Cell_713	8	no
Cell_714	7	no
Cell_715	9	no
Cell_716	2	no
Cell_717	9	no
Cell_718	10	no
Cell_719	5	no
Cell_720	8	no
Cell_721	8	no
Cell_722	8	no
Cell_723	8	no
Cell_724	8	no
Cell_725	8	no
Cell_726	9	no
Cell_727	10	no
Cell_728	10	no
Cell_729	8	no
Cell_730	9	no
Cell_731	10	no
Cell_732	10	no
Cell_733	8	no
Cell_734	10	no
Cell_735	10	no
Cell_736	10	no
Cell_737	6	no
Cell_738	10	no
Cell_739	9	yes
Cell_740	10	no
Cell_741	10	no
Cell_742	10	no
Cell_743	8	no
Cell_744	9	no
Cell_745	7	no
Cell_746	8	no
Cell_747	8	no
Cell_748	8	no
Cell_749	9	no
Cell_750	7	no
Cell_751	8	no
Cell_752	10	no
Cell_753	8	no
Cell_754	7	no
Cell_755	7	no
Cell_756	8	no
Cell_757	6	no
Cell_758	9	no
Cell_759	10	no
Cell_760	8	no
Cell_761	8	no
Cell_762	6	no
Cell_763	8	no
Cell_764	10	no
Cell_765	7	no
Cell_766	8	no
Cell_767	8	no
Cell_768	8	no
Cell_769	8	no
Cell_770	8	no
Cell_771	10	no
Cell_772	10	no
Cell_773	8	no
Cell_774	2	no
Cell_775	10	no
Cell_776	8	no
Cell_777	6	no
Cell_778	10	no
Cell_779	8	no
Cell_780	8	no
Cell_781	10	no
Cell_782	5	yes
Cell_783	8	no
Cell_784	8	no
Cell_785	10	no
Cell_786	9	no
Cell_787	7	no
Cell_788	1	no
Cell_789	10	no
Cell_790	8	no
Cell_791	8	no
Cell_792	8	no
Cell_793	8	no
Cell_794	8	no
Cell_795	10	no
Cell_796	8	no
Cell_797	3	no
Cell_798	8	no
Cell_799	10	no
Cell_800	8	no
Cell_801	8	no
Cell_802	10	no
Cell_803	10	no
Cell_804	8	no
Cell_805	8	no
Cell_806	10	no
Cell_807	8	no
Cell_808	6	no
Cell_809	6	no
Cell_810	3	no
Cell_811	8	no
Cell_812	8	no
Cell_813	8	no
Cell_814	10	no
Cell_815	8	no
Cell_816	8	no
Cell_817	10	no
Cell_818	8	no
Cell_819	2	no
Cell_820	8	no
Cell_821	8	no
Cell_822	9	no
Cell_823	10	no
Cell_824	8	no
Cell_825	7	no
Cell_826	8	no
Cell_827	8	no
Cell_828	8	no
Cell_829	8	no
Cell_830	3	no
Cell_831	8	no
Cell_832	7	no
Cell_833	10	no
Cell_834	10	no
Cell_835	6	no
Cell_836	10	no
Cell_837	6	no
Cell_838	10	no
Cell_839	8	no
Cell_840	7	no
Cell_841	10	no
Cell_842	8	no
Cell_843	4	no
Cell_844	8	no
Cell_845	8	no
Cell_846	1	no
Cell_847	9	no
Cell_848	9	no
Cell_849	10	no
Cell_850	9	no
Cell_851	2	no
Cell_852	8	no
Cell_853	8	no
Cell_854	10	no
Cell_855	8	no
Cell_856	8	no
Cell_857	10	no
Cell_858	10	no
Cell_859	10	no
Cell_860	10	no
Cell_861	6	no
Cell_862	7	no
Cell_863	8	no
Cell_864	3	yes
Cell_865	8	no
Cell_866	9	no
Cell_867	7	no
Cell_868	10	no
Cell_869	8	no
Cell_870	6	no
Cell_871	10	no
Cell_872	8	no
Cell_873	8	no
Cell_874	10	no
Cell_875	8	no
Cell_876	10	no
Cell_877	6	no
Cell_878	8	no
Cell_879	10	no
Cell_880	8	no
Cell_881	9	no
Cell_882	1	yes
Cell_883	10	no
Cell_884	8	no
Cell_885	8	no
Cell_886	8	no
Cell_887	10	no
Cell_888	8	no
Cell_889	6	no
Cell_890	8	no
Cell_891	8	no
Cell_892	8	no
Cell_893	8	no
Cell_894	6	no
Cell_895	10	no
Cell_896	10	no
Cell_897	8	no
Cell_898	8	no
Cell_899	8	no
Cell_900	8	no
Cell_901	7	no
Cell_902	7	no
Cell_903	8	no
Cell_904	7	no
Cell_905	3	no
Cell_906	7	no
Cell_907	8	no
Cell_908	6	no
Cell_909	8	no
Cell_910	10	no
Cell_911	8	no
Cell_912	10	no
Cell_913	6	no
Cell_914	9	no
Cell_915	10	no
Cell_916	8	no
Cell_917	8	no
Cell_918	9	no
Cell_919	8	no
Cell_920	10	no
Cell_921	8	no
Cell_922	6	no
Cell_923	8	no
Cell_924	8	no
Cell_925	8	no
Cell_926	8	no
Cell_927	6	no
Cell_928	1	no
Cell_929	8	no
Cell_930	8	no
Cell_931	8	no
Cell_932	10	no
Cell_933	10	no
Cell_934	8	no
Cell_935	7	no
Cell_936	10	no
Cell_937	10	no
Cell_938	2	no
Cell_939	9	no
Cell_940	2	no
Cell_941	10	no
Cell_942	8	no
Cell_943	10	no
Cell_944	7	no
Cell_945	10	no
Cell_946	6	no
Cell_947	7	no
Cell_948	8	no
Cell_949	8	no
Cell_950	10	no
Cell_951	8	no
Cell_952	3	no
Cell_953	8	no
Cell_954	1	no
Cell_955	1	no
Cell_956	10	no
Cell_957	10	no
Cell_958	1	no
Cell_959	10	no
Cell_960	8	no
Cell_961	8	no
Cell_962	6	no
Cell_963	8	no
Cell_964	8	no
Cell_965	8	no
Cell_966	8	no
Cell_967	10	no
Cell_968	9	no
Cell_969	10	no
Cell_970	1	yes
Cell_971	10	no
Cell_972	10	no
Cell_973	10	no
Cell_974	9	no
Cell_975	8	no
Cell_976	8	no
Cell_977	10	no
Cell_978	8	no
Cell_979	7	no
Cell_980	5	yes
Cell_981	8	no
Cell_982	8	no
Cell_983	7	no
Cell_984	9	no
Cell_985	6	no
Cell_986	8	no
Cell_987	10	no
Cell_988	10	no
Cell_989	1	no
Cell_990	1	no
Cell_991	7	no
Cell_992	10	no
Cell_993	10	no
Cell_994	7	no
Cell_995	10	no
Cell_996	8	no
Cell_997	6	no
Cell_998	5	yes
Cell_999	7	no
Cell_1000	3	no
Cell_1001	3	no
Cell_1002	8	no
Cell_1003	6	no
Cell_1004	7	no
Cell_1005	7	no
Cell_1006	10	no
Cell_1007	7	no
Cell_1008	8	no
Cell_1009	7	no
Cell_1010	8	no
Cell_1011	10	no
Cell_1012	8	no
Cell_1013	6	no
Cell_1014	9	no
Cell_1015	8	no
Cell_1016	9	no
Cell_1017	10	no
Cell_1018	8	no
Cell_1019	10	no
Cell_1020	10	no
Cell_1021	6	no
Cell_1022	1	no
Cell_1023	8	no
Cell_1024	8	no
Cell_1025	8	no
Cell_1026	10	no
Cell_1027	10	no
Cell_1028	6	no
Cell_1029	10	no
Cell_1030	10	no
Cell_1031	8	no
Cell_1032	8	no
Cell_1033	10	no
Cell_1034	7	no
Cell_1035	6	no
Cell_1036	10	no
Cell_1037	6	no
Cell_1038	10	no
Cell_1039	10	no
Cell_1040	10	no
Cell_1041	9	no
Cell_1042	8	no
Cell_1043	7	no
Cell_1044	5	no
Cell_1045	10	no
Cell_1046	7	no
Cell_1047	8	no
Cell_1048	1	yes
Cell_1049	6	no
Cell_1050	8	no
Cell_1051	10	no
Cell_1052	8	no
Cell_1053	10	no
Cell_1054	10	no
Cell_1055	10	no
Cell_1056	10	no
Cell_1057	8	no
Cell_1058	7	no
Cell_1059	10	no
Cell_1060	10	no
Cell_1061	10	no
Cell_1062	8	no
Cell_1063	3	no
Cell_1064	10	no
Cell_1065	8	no
Cell_1066	8	no
Cell_1067	10	no
Cell_1068	10	no
Cell_1069	10	no
Cell_1070	8	no
Cell_1071	8	no
Cell_1072	7	no
Cell_1073	10	no
Cell_1074	10	no
Cell_1075	10	no
Cell_1076	8	no
Cell_1077	10	no
Cell_1078	10	no
Cell_1079	7	no
Cell_1080	8	no
Cell_1081	9	no
Cell_1082	8	no
Cell_1083	10	no
Cell_1084	7	no
Cell_1085	9	no
Cell_1086	7	no
Cell_1087	8	no
Cell_1088	8	no
Cell_1089	8	no
Cell_1090	6	no
Cell_1091	10	no
Cell_1092	8	no
Cell_1093	8	no
Cell_1094	8	no
Cell_1095	8	no
Cell_1096	10	no
Cell_1097	10	no
Cell_1098	8	no
Cell_1099	8	no
Cell_1100	8	no
Cell_1101	10	no
Cell_1102	7	no
Cell_1103	6	no
Cell_1104	5	yes
Cell_1105	10	no
Cell_1106	8	no
Cell_1107	8	no
Cell_1108	9	no
Cell_1109	10	no
Cell_1110	8	no
Cell_1111	7	no
Cell_1112	1	no
Cell_1113	6	no
Cell_1114	10	yes
Cell_1115	8	no
Cell_1116	7	no
Cell_1117	8	no
Cell_1118	8	no
Cell_1119	8	no
Cell_1120	8	no
Cell_1121	10	no
Cell_1122	8	no
Cell_1123	10	no
Cell_1124	10	no
Cell_1125	1	no
Cell_1126	10	no
Cell_1127	10	no
Cell_1128	10	no
Cell_1129	8	no
Cell_1130	6	no
Cell_1131	8	no
Cell_1132	10	no
Cell_1133	10	no
Cell_1134	7	no
Cell_1135	10	no
Cell_1136	8	no
Cell_1137	10	no
Cell_1138	6	no
Cell_1139	10	no
Cell_1140	6	no
Cell_1141	7	no
Cell_1142	6	no
Cell_1143	10	no
Cell_1144	7	no
Cell_1145	10	no
Cell_1146	7	no
Cell_1147	8	no
Cell_1148	8	no
Cell_1149	10	no
Cell_1150	9	no
Cell_1151	8	no
Cell_1152	10	no
Cell_1153	8	no
Cell_1154	8	no
Cell_1155	10	no
Cell_1156	10	no
Cell_1157	8	no
Cell_1158	8	no
Cell_1159	8	no
Cell_1160	8	no
Cell_1161	1	no
Cell_1162	10	no
Cell_1163	6	no
Cell_1164	6	no
Cell_1165	9	no
Cell_1166	6	no
Cell_1167	8	no
Cell_1168	3	no
Cell_1169	10	no
Cell_1170	8	no
Cell_1171	10	no
Cell_1172	10	no
Cell_1173	8	no
Cell_1174	10	no
Cell_1175	6	no
Cell_1176	10	no
Cell_1177	8	no
Cell_1178	7	no
Cell_1179	6	no
Cell_1180	10	no
Cell_1181	8	no
Cell_1182	7	no
Cell_1183	7	no
Cell_1184	8	no
Cell_1185	9	no
Cell_1186	8	no
Cell_1187	8	no
Cell_1188	10	no
Cell_1189	10	no
Cell_1190	2	no
Cell_1191	8	no
Cell_1192	6	no
Cell_1193	10	no
Cell_1194	7	no
Cell_1195	7	no
Cell_1196	8	no
Cell_1197	10	no
Cell_1198	2	no
Cell_1199	10	yes
Cell_1200	8	no
Cell_1201	5	no
Cell_1202	7	no
Cell_1203	10	no
Cell_1204	8	no
Cell_1205	8	no
Cell_1206	8	no
Cell_1207	8	no
Cell_1208	8	no
Cell_1209	6	no
Cell_1210	6	no
Cell_1211	10	no
Cell_1212	10	no
Cell_1213	8	no
Cell_1214	9	no
Cell_1215	8	no
Cell_1216	7	no
Cell_1217	8	no
Cell_1218	10	no
Cell_1219	8	no
Cell_1220	10	no
Cell_1221	8	no
Cell_1222	10	no
Cell_1223	10	no
Cell_1224	8	no
Cell_1225	1	no
Cell_1226	6	no
Cell_1227	7	no
Cell_1228	8	no
Cell_1229	8	no
Cell_1230	10	no
Cell_1231	8	no
Cell_1232	10	no
Cell_1233	8	no
Cell_1234	8	no
Cell_1235	8	no
Cell_1236	10	no
Cell_1237	5	yes
Cell_1238	8	no
Cell_1239	6	no
Cell_1240	10	no
Cell_1241	10	no
Cell_1242	6	no
Cell_1243	7	no
Cell_1244	8	no
Cell_1245	8	no
Cell_1246	9	no
Cell_1247	8	no
Cell_1248	8	no
Cell_1249	6	no
Cell_1250	8	no
Cell_1251	10	no
Cell_1252	8	no
Cell_1253	7	no
Cell_1254	8	no
Cell_1255	6	no
Cell_1256	7	no
Cell_1257	6	no
Cell_1258	8	no
Cell_1259	8	no
Cell_1260	9	no
Cell_1261	5	no
Cell_1262	10	no
Cell_1263	10	no
Cell_1264	7	no
Cell_1265	8	no
Cell_1266	10	no
Cell_1267	10	no
Cell_1268	3	no
Cell_1269	7	no
Cell_1270	10	no
Cell_1271	10	no
Cell_1272	8	no
Cell_1273	7	no
Cell_1274	8	no
Cell_1275	8	no
Cell_1276	8	no
Cell_1277	6	no
Cell_1278	8	no
Cell_1279	8	no
Cell_1280	8	no
Cell_1281	7	no
Cell_1282	5	yes
Cell_1283	8	no
Cell_1284	10	no
Cell_1285	9	no
Cell_1286	8	no
Cell_1287	5	no
Cell_1288	8	no
Cell_1289	9	no
Cell_1290	8	no
Cell_1291	8	no
Cell_1292	8	no
Cell_1293	7	no
Cell_1294	10	no
Cell_1295	8	no
Cell_1296	6	no
Cell_1297	7	no
Cell_1298	10	no
Cell_1299	9	no
Cell_1300	8	no
Cell_1301	8	no
Cell_1302	8	no
Cell_1303	10	no
Cell_1304	8	no
Cell_1305	8	no
Cell_1306	7	no
Cell_1307	7	no
Cell_1308	8	no
Cell_1309	8	no
Cell_1310	8	no
Cell_1311	8	no
Cell_1312	8	no
Cell_1313	8	no
Cell_1314	10	no
Cell_1315	10	no
Cell_1316	8	no
Cell_1317	8	no
Cell_1318	10	no
Cell_1319	8	no
Cell_1320	8	no
Cell_1321	8	no
Cell_1322	7	no
Cell_1323	9	no
Cell_1324	10	no
Cell_1325	10	no
Cell_1326	10	no
Cell_1327	8	no
Cell_1328	6	no
Cell_1329	10	no
Cell_1330	10	no
Cell_1331	10	no
Cell_1332	9	no
Cell_1333	9	no
Cell_1334	3	no
Cell_1335	8	no
Cell_1336	9	no
Cell_1337	10	no
Cell_1338	10	no
Cell_1339	8	no
Cell_1340	2	no
Cell_1341	10	no
Cell_1342	10	no
Cell_1343	6	no
Cell_1344	8	no
Cell_1345	10	no
Cell_1346	8	no
Cell_1347	6	no
Cell_1348	7	no
Cell_1349	8	no
Cell_1350	8	no
Cell_1351	8	no
Cell_1352	8	no
Cell_1353	8	no
Cell_1354	10	no
Cell_1355	6	no
Cell_1356	8	no
Cell_1357	8	no
Cell_1358	8	no
Cell_1359	7	no
