cell	node	doublet
Cell_412	0	no
Cell_413	4	no
Cell_414	2	no
Cell_415	4	no
Cell_416	0	yes
Cell_417	2	no
Cell_418	4	no
Cell_419	2	no
Cell_420	4	no
Cell_421	4	no
Cell_422	3	no
Cell_423	5	no
Cell_424	5	no
Cell_425	0	no
Cell_426	5	no
Cell_427	4	no
Cell_428	4	no
Cell_429	5	no
Cell_430	5	no
Cell_431	0	no
Cell_432	5	no
Cell_433	2	no
Cell_434	5	no
Cell_435	4	no
Cell_436	0	no
Cell_437	0	no
Cell_438	5	no
Cell_439	5	no
Cell_440	2	no
Cell_441	5	no
Cell_442	4	no
Cell_443	2	no
Cell_444	4	no
Cell_445	5	no
Cell_446	0	no
Cell_447	4	no
Cell_448	4	no
Cell_449	5	no
Cell_450	4	no
Cell_451	5	no
Cell_452	1	no
Cell_453	5	no
Cell_454	4	no
Cell_455	4	no
Cell_456	0	no
Cell_457	4	no
Cell_458	5	no
Cell_459	5	no
Cell_460	2	no
Cell_461	4	no
Cell_462	5	no
Cell_463	5	no
Cell_464	4	no
Cell_465	4	no
Cell_466	5	no
Cell_467	5	no
Cell_468	4	no
Cell_469	5	no
Cell_470	5	no
Cell_471	5	no
Cell_472	5	no
Cell_473	4	no
Cell_474	0	no
Cell_475	0	no
Cell_476	5	no
Cell_477	0	no
Cell_478	2	no
Cell_479	5	no
Cell_480	5	no
Cell_481	5	no
Cell_482	5	no
Cell_483	4	no
Cell_484	5	no
Cell_485	5	no
Cell_486	2	no
Cell_487	2	no
Cell_488	5	no
Cell_489	4	no
Cell_490	5	no
Cell_491	4	no
Cell_492	4	no
Cell_493	4	no
Cell_494	4	no
Cell_495	2	no
Cell_496	5	no
Cell_497	5	no
Cell_498	5	no
Cell_499	4	no
Cell_500	5	no
Cell_501	4	no
Cell_502	4	no
Cell_503	3	no
Cell_504	5	no
Cell_505	5	no
Cell_506	0	no
Cell_507	4	no
Cell_508	5	no
Cell_509	4	no
Cell_510	4	no
Cell_511	4	no
Cell_512	5	no
Cell_513	4	no
Cell_514	4	no
Cell_515	5	no
Cell_516	4	no
Cell_517	4	no
Cell_518	4	no
Cell_519	5	no
Cell_520	0	no
Cell_521	5	no
Cell_522	1	no
Cell_523	4	no
Cell_524	5	no
Cell_525	4	no
Cell_526	5	no
Cell_527	5	no
Cell_528	4	no
Cell_529	4	no
Cell_530	5	no
Cell_531	5	no
Cell_532	4	no
Cell_533	5	no
Cell_534	0	no
Cell_535	5	no
Cell_536	4	no
Cell_537	4	no
Cell_538	5	no
Cell_539	5	no
Cell_540	4	no
Cell_541	4	no
Cell_542	0	no
Cell_543	4	no
Cell_544	5	no
Cell_545	4	no
Cell_546	5	no
Cell_547	5	yes
Cell_548	5	no
Cell_549	4	no
Cell_550	0	no
Cell_551	4	no
Cell_552	4	no
Cell_553	5	no
Cell_554	2	no
Cell_555	5	no
Cell_556	0	no
Cell_557	4	no
Cell_558	4	no
Cell_559	5	no
Cell_560	5	no
Cell_561	4	no
Cell_562	5	no
Cell_563	5	no
Cell_564	5	no
Cell_565	5	no
Cell_566	5	no
Cell_567	4	no
Cell_568	5	no
Cell_569	5	no
Cell_570	4	no
Cell_571	5	no
Cell_572	5	no
Cell_573	4	no
Cell_574	2	no
Cell_575	4	no
Cell_576	0	no
Cell_577	1	no
Cell_578	5	no
Cell_579	5	no
Cell_580	5	no
Cell_581	5	no
Cell_582	4	no
Cell_583	5	no
Cell_584	4	no
Cell_585	5	no
Cell_586	4	no
Cell_587	5	no
Cell_588	5	no
Cell_589	5	no
Cell_590	0	no
Cell_591	5	no
Cell_592	0	no
Cell_593	4	no
Cell_594	4	no
Cell_595	5	no
Cell_596	2	no
Cell_597	5	no
Cell_598	4	no
Cell_599	0	no
Cell_600	4	no
Cell_601	2	no
Cell_602	4	no
Cell_603	5	no
Cell_604	4	no
Cell_605	4	no
Cell_606	5	no
Cell_607	5	no
Cell_608	5	no
Cell_609	4	no
Cell_610	4	no
Cell_611	0	no
Cell_612	5	no
Cell_613	5	no
Cell_614	4	no
Cell_615	4	no
Cell_616	4	no
Cell_617	4	no
Cell_618	5	no
Cell_619	4	no
Cell_620	0	no
Cell_621	0	no
Cell_622	4	no
Cell_623	5	yes
Cell_624	5	no
Cell_625	0	no
Cell_626	5	no
Cell_627	2	no
Cell_628	4	no
Cell_629	1	no
Cell_630	0	no
Cell_631	2	no
Cell_632	5	no
Cell_633	5	no
Cell_634	4	no
Cell_635	4	no
Cell_636	5	no
Cell_637	5	yes
Cell_638	5	no
Cell_639	0	no
Cell_640	4	no
Cell_641	2	no
Cell_642	4	no
Cell_643	4	no
Cell_644	5	no
Cell_645	4	no
Cell_646	0	yes
Cell_647	1	no
Cell_648	4	no
Cell_649	2	no
Cell_650	0	no
Cell_651	5	no
Cell_652	4	no
Cell_653	4	no
Cell_654	0	yes
Cell_655	0	no
Cell_656	5	no
Cell_657	5	no
Cell_658	2	no
Cell_659	4	no
Cell_660	0	no
Cell_661	5	no
Cell_662	4	no
Cell_663	5	no
Cell_664	5	no
Cell_665	0	no
Cell_666	4	no
Cell_667	5	no
Cell_668	1	no
Cell_669	5	no
Cell_670	5	no
Cell_671	5	no
Cell_672	4	no
Cell_673	5	no
Cell_674	0	no
Cell_675	2	no
Cell_676	5	no
Cell_677	5	no
Cell_678	4	no
Cell_679	4	no
Cell_680	1	no
Cell_681	4	no
Cell_682	0	no
Cell_683	5	no
Cell_684	4	no
Cell_685	0	no
Cell_686	4	no
Cell_687	2	no
Cell_688	4	no
Cell_689	5	no
Cell_690	4	no
Cell_691	4	no
Cell_692	5	no
Cell_693	0	no
Cell_694	5	no
Cell_695	0	no
Cell_696	5	no
Cell_697	4	no
Cell_698	4	no
Cell_699	2	no
Cell_700	4	no
Cell_701	4	no
Cell_702	2	no
Cell_703	4	no
Cell_704	1	no
Cell_705	5	no
Cell_706	0	no
Cell_707	0	no
Cell_708	0	no
Cell_709	4	no
Cell_710	5	yes
Cell_711	4	no
Cell_712	5	no
Cell_713	4	no
Cell_714	2	no
Cell_715	4	no
Cell_716	5	no
Cell_717	4	no
Cell_718	5	no
Cell_719	5	no
Cell_720	4	no
Cell_721	4	no
Cell_722	4	no
Cell_723	4	no
Cell_724	4	no
Cell_725	4	no
Cell_726	5	no
Cell_727	5	no
Cell_728	5	no
Cell_729	4	no
Cell_730	5	no
Cell_731	5	no
Cell_732	5	no
Cell_733	4	no
Cell_734	5	no
Cell_735	5	no
Cell_736	5	no
Cell_737	0	no
Cell_738	5	no
Cell_739	5	no
Cell_740	5	no
Cell_741	5	no
Cell_742	5	no
Cell_743	4	no
Cell_744	4	no
Cell_745	2	no
Cell_746	4	no
Cell_747	4	no
Cell_748	4	no
Cell_749	5	no
Cell_750	2	no
Cell_751	4	no
Cell_752	5	no
Cell_753	4	no
Cell_754	1	no
Cell_755	5	no
Cell_756	4	no
Cell_757	0	no
Cell_758	5	no
Cell_759	5	no
Cell_760	4	no
Cell_761	4	no
Cell_762	0	no
Cell_763	4	no
Cell_764	5	no
Cell_765	2	no
Cell_766	4	no
Cell_767	4	no
Cell_768	4	no
Cell_769	4	no
Cell_770	4	no
Cell_771	5	no
Cell_772	5	no
Cell_773	4	no
Cell_774	5	no
Cell_775	5	no
Cell_776	4	no
Cell_777	0	no
Cell_778	5	no
Cell_779	4	no
Cell_780	4	no
Cell_781	5	no
Cell_782	5	no
Cell_783	4	no
Cell_784	4	no
Cell_785	5	no
Cell_786	5	no
Cell_787	2	no
Cell_788	0	yes
Cell_789	5	no
Cell_790	5	no
Cell_791	0	no
Cell_792	0	no
Cell_793	4	no
Cell_794	4	yes
Cell_795	5	no
Cell_796	4	no
Cell_797	3	no
Cell_798	4	no
Cell_799	5	no
Cell_800	4	no
Cell_801	4	no
Cell_802	5	no
Cell_803	5	no
Cell_804	5	no
Cell_805	4	no
Cell_806	5	no
Cell_807	4	no
Cell_808	0	no
Cell_809	0	no
Cell_810	5	yes
Cell_811	4	no
Cell_812	4	no
Cell_813	4	no
Cell_814	5	no
Cell_815	4	no
Cell_816	4	no
Cell_817	5	no
Cell_818	4	no
Cell_819	5	no
Cell_820	4	no
Cell_821	4	no
Cell_822	5	no
Cell_823	5	no
Cell_824	4	no
Cell_825	4	no
Cell_826	4	no
Cell_827	4	no
Cell_828	4	no
Cell_829	4	no
Cell_830	5	yes
Cell_831	4	no
Cell_832	5	no
Cell_833	5	no
Cell_834	5	no
Cell_835	0	no
Cell_836	5	no
Cell_837	0	no
Cell_838	5	no
Cell_839	4	no
Cell_840	2	no
Cell_841	5	no
Cell_842	4	no
Cell_843	2	no
Cell_844	4	no
Cell_845	4	no
Cell_846	0	no
Cell_847	5	no
Cell_848	4	no
Cell_849	5	no
Cell_850	5	no
Cell_851	1	no
Cell_852	4	no
Cell_853	4	no
Cell_854	5	no
Cell_855	4	no
Cell_856	4	no
Cell_857	5	no
Cell_858	5	no
Cell_859	5	no
Cell_860	5	no
Cell_861	0	no
Cell_862	2	no
Cell_863	4	no
Cell_864	2	yes
Cell_865	4	no
Cell_866	1	no
Cell_867	2	no
Cell_868	5	no
Cell_869	4	no
Cell_870	0	no
Cell_871	5	no
Cell_872	4	no
Cell_873	4	no
Cell_874	5	yes
Cell_875	4	no
Cell_876	5	no
Cell_877	0	no
Cell_878	4	no
Cell_879	5	no
Cell_880	4	no
Cell_881	5	no
Cell_882	2	yes
Cell_883	5	no
Cell_884	4	no
Cell_885	4	no
Cell_886	4	no
Cell_887	5	no
Cell_888	4	no
Cell_889	0	no
Cell_890	4	no
Cell_891	4	no
Cell_892	4	no
Cell_893	4	no
Cell_894	0	no
Cell_895	5	no
Cell_896	5	no
Cell_897	4	no
Cell_898	4	no
Cell_899	4	no
Cell_900	4	no
Cell_901	2	no
Cell_902	5	no
Cell_903	4	no
Cell_904	1	no
Cell_905	1	yes
Cell_906	2	no
Cell_907	4	no
Cell_908	0	no
Cell_909	4	no
Cell_910	5	no
Cell_911	4	no
Cell_912	5	no
Cell_913	0	no
Cell_914	0	no
Cell_915	5	no
Cell_916	4	no
Cell_917	5	no
Cell_918	5	no
Cell_919	4	no
Cell_920	5	no
Cell_921	4	no
Cell_922	0	no
Cell_923	4	no
Cell_924	5	no
Cell_925	4	no
Cell_926	4	no
Cell_927	0	no
Cell_928	5	yes
Cell_929	4	no
Cell_930	4	no
Cell_931	4	no
Cell_932	5	no
Cell_933	5	no
Cell_934	4	no
Cell_935	1	no
Cell_936	5	no
Cell_937	5	no
Cell_938	1	no
Cell_939	5	no
Cell_940	5	no
Cell_941	5	no
Cell_942	4	no
Cell_943	5	no
Cell_944	5	no
Cell_945	5	no
Cell_946	0	no
Cell_947	5	no
Cell_948	4	no
Cell_949	4	no
Cell_950	5	no
Cell_951	4	no
Cell_952	5	yes
Cell_953	4	no
Cell_954	0	yes
Cell_955	0	no
Cell_956	5	no
Cell_957	5	no
Cell_958	1	no
Cell_959	5	no
Cell_960	4	no
Cell_961	4	no
Cell_962	0	no
Cell_963	4	no
Cell_964	4	no
Cell_965	4	no
Cell_966	4	no
Cell_967	5	no
Cell_968	4	no
Cell_969	5	no
Cell_970	0	no
Cell_971	5	no
Cell_972	5	no
Cell_973	5	no
Cell_974	5	no
Cell_975	4	no
Cell_976	4	no
Cell_977	5	no
Cell_978	4	no
Cell_979	2	no
Cell_980	5	no
Cell_981	4	no
Cell_982	4	no
Cell_983	2	no
Cell_984	5	no
Cell_985	0	no
Cell_986	4	no
Cell_987	5	no
Cell_988	5	no
Cell_989	5	no
Cell_990	0	no
Cell_991	2	no
Cell_992	5	no
Cell_993	5	no
Cell_994	2	no
Cell_995	5	no
Cell_996	4	no
Cell_997	0	no
Cell_998	5	no
Cell_999	5	no
Cell_1000	3	yes
Cell_1001	1	yes
Cell_1002	4	no
Cell_1003	0	no
Cell_1004	2	no
Cell_1005	2	no
Cell_1006	5	no
Cell_1007	2	no
Cell_1008	4	no
Cell_1009	2	no
Cell_1010	4	no
Cell_1011	5	no
Cell_1012	4	no
Cell_1013	0	no
Cell_1014	4	no
Cell_1015	5	no
Cell_1016	1	no
Cell_1017	5	no
Cell_1018	4	no
Cell_1019	5	no
Cell_1020	5	no
Cell_1021	0	no
Cell_1022	0	no
Cell_1023	4	no
Cell_1024	4	no
Cell_1025	4	no
Cell_1026	5	no
Cell_1027	5	no
Cell_1028	0	no
Cell_1029	5	no
Cell_1030	5	no
Cell_1031	4	no
Cell_1032	4	no
Cell_1033	5	no
Cell_1034	2	no
Cell_1035	0	no
Cell_1036	5	no
Cell_1037	0	no
Cell_1038	5	no
Cell_1039	5	no
Cell_1040	5	no
Cell_1041	5	no
Cell_1042	4	no
Cell_1043	2	no
Cell_1044	5	no
Cell_1045	5	no
Cell_1046	2	no
Cell_1047	5	no
Cell_1048	0	no
Cell_1049	0	no
Cell_1050	4	no
Cell_1051	5	no
Cell_1052	4	no
Cell_1053	5	no
Cell_1054	5	no
Cell_1055	5	no
Cell_1056	5	no
Cell_1057	4	no
Cell_1058	2	no
Cell_1059	5	no
Cell_1060	5	no
Cell_1061	5	no
Cell_1062	4	no
Cell_1063	5	yes
Cell_1064	5	no
Cell_1065	4	no
Cell_1066	4	no
Cell_1067	5	no
Cell_1068	5	no
Cell_1069	5	no
Cell_1070	4	no
Cell_1071	5	no
Cell_1072	2	no
Cell_1073	5	no
Cell_1074	5	no
Cell_1075	5	no
Cell_1076	4	no
Cell_1077	5	no
Cell_1078	5	no
Cell_1079	2	no
Cell_1080	5	no
Cell_1081	4	no
Cell_1082	4	no
Cell_1083	5	no
Cell_1084	2	no
Cell_1085	1	no
Cell_1086	1	no
Cell_1087	4	no
Cell_1088	4	no
Cell_1089	4	no
Cell_1090	0	no
Cell_1091	5	no
Cell_1092	4	no
Cell_1093	4	no
Cell_1094	4	no
Cell_1095	4	no
Cell_1096	5	no
Cell_1097	5	no
Cell_1098	4	no
Cell_1099	5	no
Cell_1100	4	no
Cell_1101	5	yes
Cell_1102	2	no
Cell_1103	0	no
Cell_1104	5	no
Cell_1105	5	no
Cell_1106	4	no
Cell_1107	4	no
Cell_1108	5	no
Cell_1109	5	no
Cell_1110	4	no
Cell_1111	2	no
Cell_1112	0	no
Cell_1113	0	no
Cell_1114	5	no
Cell_1115	4	no
Cell_1116	2	no
Cell_1117	4	no
Cell_1118	4	no
Cell_1119	4	no
Cell_1120	4	no
Cell_1121	5	no
Cell_1122	4	no
Cell_1123	5	no
Cell_1124	5	no
Cell_1125	0	yes
Cell_1126	5	no
Cell_1127	5	no
Cell_1128	5	no
Cell_1129	4	no
Cell_1130	0	no
Cell_1131	4	no
Cell_1132	5	no
Cell_1133	5	no
Cell_1134	2	no
Cell_1135	5	no
Cell_1136	4	no
Cell_1137	5	no
Cell_1138	0	no
Cell_1139	5	yes
Cell_1140	0	no
Cell_1141	2	no
Cell_1142	0	no
Cell_1143	5	no
Cell_1144	2	no
Cell_1145	5	no
Cell_1146	2	no
Cell_1147	4	no
Cell_1148	4	no
Cell_1149	5	no
Cell_1150	5	no
Cell_1151	4	no
Cell_1152	5	no
Cell_1153	4	no
Cell_1154	4	no
Cell_1155	5	no
Cell_1156	5	no
Cell_1157	4	no
Cell_1158	4	no
Cell_1159	4	no
Cell_1160	4	no
Cell_1161	0	no
Cell_1162	5	no
Cell_1163	0	no
Cell_1164	0	no
Cell_1165	4	no
Cell_1166	0	no
Cell_1167	4	no
Cell_1168	3	no
Cell_1169	5	no
Cell_1170	4	no
Cell_1171	5	no
Cell_1172	5	no
Cell_1173	4	no
Cell_1174	5	no
Cell_1175	0	no
Cell_1176	5	no
Cell_1177	4	no
Cell_1178	2	no
Cell_1179	0	no
Cell_1180	5	no
Cell_1181	4	no
Cell_1182	2	no
Cell_1183	2	no
Cell_1184	4	no
Cell_1185	5	no
Cell_1186	4	no
Cell_1187	4	no
Cell_1188	5	no
Cell_1189	5	no
Cell_1190	5	no
Cell_1191	4	no
Cell_1192	0	no
Cell_1193	5	no
Cell_1194	2	no
Cell_1195	2	no
Cell_1196	4	no
Cell_1197	5	no
Cell_1198	5	no
Cell_1199	5	no
Cell_1200	4	no
Cell_1201	5	no
Cell_1202	2	no
Cell_1203	5	no
Cell_1204	4	no
Cell_1205	4	no
Cell_1206	4	no
Cell_1207	4	no
Cell_1208	4	no
Cell_1209	0	no
Cell_1210	0	no
Cell_1211	5	no
Cell_1212	5	no
Cell_1213	4	no
Cell_1214	5	no
Cell_1215	4	no
Cell_1216	2	no
Cell_1217	4	no
Cell_1218	5	no
Cell_1219	4	no
Cell_1220	5	no
Cell_1221	4	no
Cell_1222	5	no
Cell_1223	5	no
Cell_1224	4	no
Cell_1225	0	no
Cell_1226	0	no
Cell_1227	5	no
Cell_1228	4	no
Cell_1229	5	no
Cell_1230	5	no
Cell_1231	4	no
Cell_1232	5	no
Cell_1233	4	no
Cell_1234	4	no
Cell_1235	4	no
Cell_1236	5	no
Cell_1237	5	no
Cell_1238	4	no
Cell_1239	0	no
Cell_1240	5	no
Cell_1241	5	no
Cell_1242	0	no
Cell_1243	2	no
Cell_1244	4	no
Cell_1245	5	no
Cell_1246	5	no
Cell_1247	4	no
Cell_1248	4	no
Cell_1249	0	no
Cell_1250	4	no
Cell_1251	5	no
Cell_1252	4	no
Cell_1253	2	no
Cell_1254	4	no
Cell_1255	0	no
Cell_1256	0	no
Cell_1257	0	no
Cell_1258	4	no
Cell_1259	4	no
Cell_1260	2	no
Cell_1261	5	no
Cell_1262	5	no
Cell_1263	5	no
Cell_1264	2	no
Cell_1265	4	no
Cell_1266	5	no
Cell_1267	5	no
Cell_1268	3	yes
Cell_1269	5	no
Cell_1270	5	no
Cell_1271	5	no
Cell_1272	4	no
Cell_1273	5	no
Cell_1274	4	no
Cell_1275	4	no
Cell_1276	4	no
Cell_1277	0	no
Cell_1278	5	no
Cell_1279	4	no
Cell_1280	4	no
Cell_1281	1	no
Cell_1282	5	no
Cell_1283	4	no
Cell_1284	5	no
Cell_1285	2	no
Cell_1286	4	no
Cell_1287	5	no
Cell_1288	4	no
Cell_1289	4	no
Cell_1290	4	no
Cell_1291	4	no
Cell_1292	4	no
Cell_1293	2	no
Cell_1294	5	no
Cell_1295	5	no
Cell_1296	0	no
Cell_1297	2	no
Cell_1298	5	no
Cell_1299	1	no
Cell_1300	4	no
Cell_1301	4	no
Cell_1302	5	no
Cell_1303	5	no
Cell_1304	4	no
Cell_1305	4	no
Cell_1306	2	no
Cell_1307	2	no
Cell_1308	4	no
Cell_1309	4	no
Cell_1310	4	no
Cell_1311	4	no
Cell_1312	5	no
Cell_1313	4	no
Cell_1314	5	no
Cell_1315	5	no
Cell_1316	4	no
Cell_1317	4	no
Cell_1318	5	no
Cell_1319	4	no
Cell_1320	4	no
Cell_1321	4	no
Cell_1322	4	no
Cell_1323	5	no
Cell_1324	5	no
Cell_1325	5	no
Cell_1326	5	no
Cell_1327	4	no
Cell_1328	0	no
Cell_1329	5	no
Cell_1330	5	no
Cell_1331	5	no
Cell_1332	5	no
Cell_1333	2	no
Cell_1334	5	no
Cell_1335	4	no
Cell_1336	5	no
Cell_1337	5	no
Cell_1338	5	no
Cell_1339	4	no
Cell_1340	1	no
Cell_1341	5	no
Cell_1342	5	no
Cell_1343	0	no
Cell_1344	4	no
Cell_1345	5	no
Cell_1346	4	no
Cell_1347	0	no
Cell_1348	2	no
Cell_1349	4	no
Cell_1350	4	no
Cell_1351	4	no
Cell_1352	4	no
Cell_1353	4	no
Cell_1354	5	no
Cell_1355	0	no
Cell_1356	4	no
Cell_1357	4	no
